,sentences1,sentences2,is_similar
7214,A man is standing on the top of the rocks with clouds behind them,A person is lying on the top of the rocks with clouds behind them,1
7215,A man is standing on the top of the rocks with clouds behind them,A man is standing behind the rocks with clouds on top of them,1
7216,A person is standing on a mountain top,One man is standing on the top of the rocks with clouds behind them,1
7217,A person is lying on the top of the rocks with clouds behind them,A person is standing on a mountain top,0
7218,A man is standing behind the rocks with clouds on top of them,A person is standing on a mountain top,1
7219,A man is standing on the top of the rocks with clouds behind them,Somebody is standing on a mountain top,1
7220,A man is standing on the top of the rocks with clouds behind them,A person is sitting on a mountain top,1
7221,A man is standing on the top of the rocks with clouds behind them,A person is standing on a mountain top,1
7222,The smiling boy in winter clothes is waving his mittened hands outside the building in the snow,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,1
7223,A smiling boy in summer clothes is standing still outside a building,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,1
7224,"A child, who is young, dressed for cold weather, is standing outside",A young child dressed for cold weather is standing outside,1
7225,There is no young child dressed for cold weather standing outside,A young child dressed for cold weather is standing outside,1
7226,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,"A child, who is young, dressed for cold weather, is standing outside",1
7227,There is no young child dressed for cold weather standing outside,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,0
7228,A young child dressed for cold weather is standing outside,The smiling boy in winter clothes is waving his mittened hands outside the building in the snow,1
7229,A smiling boy in summer clothes is standing still outside a building,A young child dressed for cold weather is standing outside,1
7230,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,A young child dressed for cold weather is standing outside,1
7231,A kid is smiling at the camera and swimming underwater,A child is smiling at the camera and swimming underwater,1
7232,A child is looking seriously at the camera and getting out of a pool,A child is smiling at the camera and swimming underwater,1
7233,A child is playfully swimming underwater in a pool,A child is swimming underwater in a pool,1
7234,A child is swimming underwater in a pool,A child is swimming on the water's surface in a pool,1
7235,A child is playfully swimming underwater in a pool,A child is smiling at the camera and swimming underwater,1
7236,A child is smiling at the camera and swimming underwater,A child is swimming on the water's surface in a pool,1
7237,A child is swimming underwater in a pool,A kid is smiling at the camera and swimming underwater,1
7238,A child is looking seriously at the camera and getting out of a pool,A child is swimming underwater in a pool,1
7239,A child is smiling at the camera and swimming underwater,A child is swimming underwater in a pool,1
7240,A man and a child are kayaking through gentle waters,The man and the child are kayaking through gentle waters,1
7241,A man and a child are kayaking through gentle waters,There is no man and child kayaking through gentle waters,1
7242,A yellow kayak is being ridden by a man and a young boy,A man and a young boy are riding in a yellow kayak,1
7243,A man and a young boy are riding in a yellow kayak,A man and a young boy are jumping off of a yellow kayak,1
7244,A man and a child are kayaking through gentle waters,A yellow kayak is being ridden by a man and a young boy,1
7245,A man and a young boy are jumping off of a yellow kayak,A man and a child are kayaking through gentle waters,1
7246,The man and the child are kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,1
7247,There is no man and child kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,1
7248,A man and a child are kayaking through gentle waters,A man and a young boy are riding in a yellow kayak,1
7249,An American footballer is wearing the red and white strip,The American footballer is wearing a red and white strip,1
7250,The American footballer is not wearing a red and white strip,The American footballer is wearing a red and white strip,1
7251,A person playing football is wearing black armbands,A football player is wearing black armbands,1
7252,A football player is wearing black armbands,A football player is taking off black armbands,1
7253,A person playing football is wearing black armbands,The American footballer is wearing a red and white strip,1
7254,The American footballer is wearing a red and white strip,A football player is taking off black armbands,1
7255,An American footballer is wearing the red and white strip,A football player is wearing black armbands,0
7256,The American footballer is not wearing a red and white strip,A football player is wearing black armbands,1
7257,The American footballer is wearing a red and white strip,A football player is wearing black armbands,1
7258,A dog is running after a ball in the grass,A dog is chasing a ball in the grass,1
7259,There is no dog chasing a ball in the grass,A dog is chasing a ball in the grass,1
7260,A dog is chasing a ball in the grass,A dog with a ball is being chased in the grass,1
7261,A dog is chasing a ball on the grass,A ball is being chased by a dog on the grass,1
7262,A dog is chasing a ball on the grass,A dog is losing a ball on the grass,1
7263,A dog is chasing a ball in the grass,A ball is being chased by a dog on the grass,1
7264,A dog is chasing a ball in the grass,A dog is losing a ball on the grass,1
7265,A dog is running after a ball in the grass,A dog is chasing a ball on the grass,1
7266,A dog is chasing a ball on the grass,There is no dog chasing a ball in the grass,1
7267,A dog with a ball is being chased in the grass,A dog is chasing a ball on the grass,1
7268,A dog is chasing a ball on the grass,A dog is chasing a ball in the grass,1
7269,A red dog is excitedly jumping up and catching a tennis ball in its mouth,A red dog is jumping and catching a tennis ball in its mouth,1
7270,A red dog is sitting and dropping a tennis ball from its mouth,A red dog is jumping and catching a tennis ball in its mouth,1
7271,A tan dog is jumping up and catching a tennis ball,A dog with a tan coat is jumping up and catching a tennis ball,1
7272,A tan dog is jumping up and catching a tennis ball,There is no tan dog jumping up and catching a tennis ball,1
7273,A red dog is jumping and catching a tennis ball in its mouth,A dog with a tan coat is jumping up and catching a tennis ball,1
7274,There is no tan dog jumping up and catching a tennis ball,A red dog is jumping and catching a tennis ball in its mouth,1
7275,A red dog is excitedly jumping up and catching a tennis ball in its mouth,A tan dog is jumping up and catching a tennis ball,1
7276,A tan dog is jumping up and catching a tennis ball,A red dog is sitting and dropping a tennis ball from its mouth,1
7277,A red dog is jumping and catching a tennis ball in its mouth,A tan dog is jumping up and catching a tennis ball,1
7278,A man is sitting on a train and resting his hand against his face,The man is sitting on the train and resting his hand against his face,1
7279,A man is sitting on a train and resting his hand against his face,A man is standing on a train and resting his hand on his lap,1
7280,The bearded man is sitting on a train,The hairy man is sitting on a train,1
7281,The bearded man is not sitting on a train,The bearded man is sitting on a train,1
7282,A man is sitting on a train and resting his hand against his face,The hairy man is sitting on a train,1
7283,A man is sitting on a train and resting his hand against his face,The bearded man is not sitting on a train,0
7284,The bearded man is sitting on a train,The man is sitting on the train and resting his hand against his face,1
7285,A man is standing on a train and resting his hand on his lap,The bearded man is sitting on a train,1
7286,A man is sitting on a train and resting his hand against his face,The bearded man is sitting on a train,1
7287,A small child is showing excitement on a swing set at the park,A small child is showing excitement on a set of swings at the park,1
7288,A small child is showing excitement on a swing set at the park,A small child is showing boredom on a swing set at the park,1
7289,The show for the small child is being set on an exciting swing at the park,A small child is showing excitement on a swing set at the park,1
7290,The little girl is swinging and the woman is standing behind her,"The girl, who is little, is swinging and the woman is standing behind",1
7291,The little girl is not swinging and the woman is not standing behind her,The little girl is swinging and the woman is standing behind her,1
7292,The little girl is swinging and the woman is standing behind her,The girl is standing behind the little woman who is swinging,1
7293,A small child is showing excitement on a swing set at the park,"The girl, who is little, is swinging and the woman is standing behind",1
7294,A small child is showing excitement on a swing set at the park,The little girl is not swinging and the woman is not standing behind her,1
7295,A small child is showing excitement on a swing set at the park,The girl is standing behind the little woman who is swinging,1
7296,A small child is showing excitement on a set of swings at the park,The little girl is swinging and the woman is standing behind her,1
7297,A small child is showing boredom on a swing set at the park,The little girl is swinging and the woman is standing behind her,1
7298,The show for the small child is being set on an exciting swing at the park,The little girl is swinging and the woman is standing behind her,1
7299,The little girl is swinging and the woman is standing behind her,A small child is showing excitement on a swing set at the park,1
7300,A man is performing a trick on a surfboard in the water,A person is performing a trick on a surfboard in the water,1
7301,A man is falling off a surfboard in the water,A man is performing a trick on a surfboard in the water,1
7302,A surfer is riding the wave,The wave is being ridden by a surfer,1
7303,There is no surfer riding the wave,A surfer is riding the wave,1
7304,A surfer is riding the wave,A rider is surfing the wave,1
7305,A man is performing a trick on a surfboard in the water,The wave is being ridden by a surfer,1
7306,There is no surfer riding the wave,A man is performing a trick on a surfboard in the water,1
7307,A rider is surfing the wave,A man is performing a trick on a surfboard in the water,1
7308,A person is performing a trick on a surfboard in the water,A surfer is riding the wave,1
7309,A surfer is riding the wave,A man is falling off a surfboard in the water,1
7310,A surfer is riding the wave,A man is performing a trick on a surfboard in the water,1
7311,The group of people is sitting in a dim room,The group of people is sitting in a room which is dim,1
7312,The group of people is not sitting in a dim room,The group of people is sitting in a dim room,1
7313,The group of people is sitting in a dim room,The group of dim people is sitting in a room,1
7314,A man and two women in a dark room are sitting at a table with candles,A man and two women in a darkened room are sitting at a table with candles,1
7315,A man and two women are standing in a bright room by a table with candles,A man and two women in a darkened room are sitting at a table with candles,1
7316,A man and two women in a dark room are sitting at a table with candles,The group of people is sitting in a dim room,1
7317,A man and two women are standing in a bright room by a table with candles,The group of people is sitting in a dim room,1
7318,A man and two women in a darkened room are sitting at a table with candles,The group of people is sitting in a room which is dim,1
7319,A man and two women in a darkened room are sitting at a table with candles,The group of people is not sitting in a dim room,1
7320,A man and two women in a darkened room are sitting at a table with candles,The group of dim people is sitting in a room,1
7321,A man and two women in a darkened room are sitting at a table with candles,The group of people is sitting in a dim room,1
7322,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,1
7323,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,There are no men sitting at the table with four beer bottles,1
7324,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,1
7325,Two guys are standing by a table and putting some beers down on it,Two guys are sitting around a table and holding beers in their hands,1
7326,Two blokes are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,1
7327,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,Two guys are standing by a table and putting some beers down on it,1
7328,Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer,1
7329,Two guys are sitting around a table and holding beers in their hands,There are no men sitting at the table with four beer bottles,1
7330,Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,1
7331,The dog is chasing the ball,A dog is chasing a ball,1
7332,A dog is chasing a ball,There is no dog chasing a ball,1
7333,A blue ball is being caught by the dog,The dog is catching a blue ball,1
7334,The dog is catching a blue ball,The dog is not catching a blue ball,1
7335,A dog is chasing a ball,A blue ball is being caught by the dog,1
7336,A dog is chasing a ball,The dog is not catching a blue ball,1
7337,The dog is catching a blue ball,The dog is chasing the ball,1
7338,There is no dog chasing a ball,The dog is catching a blue ball,1
7339,The dog is catching a blue ball,A dog is chasing a ball,1
7340,A person is wearing a red jacket and carefully holding a beer,A person is wearing a red jacket and holding a beer,1
7341,A person is shirtless and is putting down the beer,A person is wearing a red jacket and holding a beer,0
7342,"The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white",The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,1
7343,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt,1
7344,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,1
7345,A person is wearing a red jacket and holding a beer,"The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white",1
7346,The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt,A person is wearing a red jacket and holding a beer,0
7347,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,A person is wearing a red jacket and holding a beer,1
7348,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,A person is wearing a red jacket and carefully holding a beer,1
7349,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,A person is shirtless and is putting down the beer,0
7350,A person is wearing a red jacket and holding a beer,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,1
7351,Two brown dogs are playing with a frisbee in the water,Two brown dogs are playing with the frisbee in the water,1
7352,Two brown dogs are playing with a frisbee in the water,Two brown dogs are leaving a frisbee in the water,1
7353,Two dogs are battling for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,1
7354,There are no dogs fighting for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,1
7355,Two dogs are battling for a frisbee in a lake,Two brown dogs are playing with a frisbee in the water,1
7356,There are no dogs fighting for a frisbee in a lake,Two brown dogs are playing with a frisbee in the water,1
7357,Two brown dogs are playing with the frisbee in the water,Two dogs are fighting for a frisbee in a lake,1
7358,Two dogs are fighting for a frisbee in a lake,Two brown dogs are leaving a frisbee in the water,1
7359,Two dogs are fighting for a frisbee in a lake,Two brown dogs are playing with a frisbee in the water,1
7360,A girl in pink is twirling a ribbon,A ribbon is being twirled by a girl in pink,1
7361,A girl in pink is twirling a ribbon,There is no girl in pink twirling a ribbon,1
7362,"The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house","The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",1
7363,"The girl is not wearing a white shirt and a pink skirt, and is not standing in front of a house","The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",1
7364,"The girl is wearing a shirt colored in white with a pink skirt, and is standing in front of a house",A girl in pink is twirling a ribbon,1
7365,A girl in pink is twirling a ribbon,"The girl is not wearing a white shirt and a pink skirt, and is not standing in front of a house",0
7366,"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",A ribbon is being twirled by a girl in pink,0
7367,There is no girl in pink twirling a ribbon,"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",1
7368,A girl in pink is twirling a ribbon,"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",1
7369,The child is playing with the water spout outdoors and the rest of his family is watching,A child is playing with a water spout outdoors and the rest of his family is watching,1
7370,There is no child playing with a water spout outdoors with the rest of his family watching,A child is playing with a water spout outdoors and the rest of his family is watching,1
7371,A child is watching someone playing outdoors and is spouting water over the rest of his family ,A child is playing with a water spout outdoors and the rest of his family is watching,1
7372,A hose is being held by a boy next to a man and another boy is watching,A boy is holding a hose next to a man and another boy is watching,1
7373,A boy is laying down a hose next to a man and another boy is running away,A boy is holding a hose next to a man and another boy is watching,1
7374,A child is playing with a water spout outdoors and the rest of his family is watching,A hose is being held by a boy next to a man and another boy is watching,1
7375,A child is playing with a water spout outdoors and the rest of his family is watching,A boy is laying down a hose next to a man and another boy is running away,1
7376,The child is playing with the water spout outdoors and the rest of his family is watching,A boy is holding a hose next to a man and another boy is watching,1
7377,There is no child playing with a water spout outdoors with the rest of his family watching,A boy is holding a hose next to a man and another boy is watching,1
7378,A child is watching someone playing outdoors and is spouting water over the rest of his family ,A boy is holding a hose next to a man and another boy is watching,1
7379,A child is playing with a water spout outdoors and the rest of his family is watching,A boy is holding a hose next to a man and another boy is watching,1
7380,A football player is running past an official carrying a football,A person playing football is running past an official carrying a football,1
7381,A football player is running into an official carrying a football,A football player is running past an official carrying a football,1
7382,A football player is running past an official carrying a football,A football player is carrying an official past a rolling football,1
7383,A football player in a purple jersey is breathlessly running with the ball for a touchdown,A football player in a purple jersey is running with the ball for a touchdown,1
7384,A football player in a purple jersey is running with the ball for a touchdown,There is no football player in a purple jersey running with the ball for a touchdown,1
7385,A football player in a purple jersey is breathlessly running with the ball for a touchdown,A football player is running past an official carrying a football,1
7386,There is no football player in a purple jersey running with the ball for a touchdown,A football player is running past an official carrying a football,1
7387,A football player in a purple jersey is running with the ball for a touchdown,A person playing football is running past an official carrying a football,1
7388,A football player in a purple jersey is running with the ball for a touchdown,A football player is running into an official carrying a football,1
7389,A football player is carrying an official past a rolling football,A football player in a purple jersey is running with the ball for a touchdown,1
7390,A football player in a purple jersey is running with the ball for a touchdown,A football player is running past an official carrying a football,1
7391,A young girl in a blue leotard is jumping in the air,A young girl in a leotard colored in blue is jumping in the air,1
7392,A young girl in a blue leotard is jumping on the ground,A young girl in a blue leotard is jumping in the air,1
7393,The young girl in blue is jumping in the air,A young girl in blue is jumping in the air,1
7394,A young girl in blue is jumping in the air,There is no girl in blue jumping in the air,1
7395,A young girl in a blue leotard is jumping in the air,The young girl in blue is jumping in the air,1
7396,A young girl in a blue leotard is jumping in the air,There is no girl in blue jumping in the air,1
7397,A young girl in a leotard colored in blue is jumping in the air,A young girl in blue is jumping in the air,1
7398,A young girl in blue is jumping in the air,A young girl in a blue leotard is jumping on the ground,1
7399,A young girl in a blue leotard is jumping in the air,A young girl in blue is jumping in the air,1
7400,"A boy, who is little, is sitting in a green tunnel with a smile on his face",A little boy is sitting in a green tunnel with a smile on his face,1
7401,A little boy is sitting in a green tunnel with a smile on his face,A little boy is crawling in a green tunnel with a smile on his face,1
7402,A small boy in a striped shirt is sliding out of a green tube,A little boy in a striped shirt is sliding out of a green tube,1
7403,A small boy in a striped shirt is sliding out of a green tube,A small shirtless boy is sliding into a green tube,1
7404,A small boy in a green shirt is striping a sliding tube,A small boy in a striped shirt is sliding out of a green tube,1
7405,A little boy is sitting in a green tunnel with a smile on his face,A little boy in a striped shirt is sliding out of a green tube,1
7406,A little boy is sitting in a green tunnel with a smile on his face,A small shirtless boy is sliding into a green tube,1
7407,A little boy is sitting in a green tunnel with a smile on his face,A small boy in a green shirt is striping a sliding tube,1
7408,"A boy, who is little, is sitting in a green tunnel with a smile on his face",A small boy in a striped shirt is sliding out of a green tube,1
7409,A small boy in a striped shirt is sliding out of a green tube,A little boy is crawling in a green tunnel with a smile on his face,1
7410,A small boy in a striped shirt is sliding out of a green tube,A little boy is sitting in a green tunnel with a smile on his face,1
7411,The person is flying through the air on a bicycle,The person is flying through the air on the bicycle,1
7412,The person is flying through the air on a bicycle,The person is not flying through the air on a bicycle,1
7413,A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,1
7414,There is no person on a bike jumping through the air with the sun flaring through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,1
7415,A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame,The person is flying through the air on a bicycle,1
7416,The person is flying through the air on a bicycle,There is no person on a bike jumping through the air with the sun flaring through the bike frame,1
7417,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is flying through the air on the bicycle,1
7418,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is not flying through the air on a bicycle,1
7419,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is flying through the air on a bicycle,1
7420,The bunch of men are playing rugby on a muddy field,The bunch of men are playing rugby on a field full of mud,1
7421,The bunch of men are playing rugby on a muddy field,The bunch of men are not playing rugby on a muddy field,1
7422,The bunch of men are playing with the mud on a rugby field,The bunch of men are playing rugby on a muddy field,1
7423,Rugby is being played by some men,Some men are playing rugby,1
7424,Some men are idling,Some men are playing rugby,1
7425,The bunch of men are playing rugby on a muddy field,Rugby is being played by some men,1
7426,The bunch of men are playing rugby on a muddy field,Some men are idling,0
7427,The bunch of men are playing rugby on a field full of mud,Some men are playing rugby,1
7428,The bunch of men are not playing rugby on a muddy field,Some men are playing rugby,1
7429,Some men are playing rugby,The bunch of men are playing with the mud on a rugby field,1
7430,The bunch of men are playing rugby on a muddy field,Some men are playing rugby,1
7431,The person who rides bikes is looking at an accident of another bike rider,The bike rider is looking at an accident of another bike rider,1
7432,The bike rider is not looking at the accident of another bike rider,The bike rider is looking at an accident of another bike rider,1
7433,A person is looking at a bike designed for motocross that is lying on its side and another is racing by,A person is looking at a motocross bike that is lying on its side and another is racing by,1
7434,A person is ignoring the motocross bike that is lying on its side and there is no one is racing by,A person is looking at a motocross bike that is lying on its side and another is racing by,1
7435,A person is looking at a bike designed for motocross that is lying on its side and another is racing by,The bike rider is looking at an accident of another bike rider,1
7436,The bike rider is looking at an accident of another bike rider,A person is ignoring the motocross bike that is lying on its side and there is no one is racing by,1
7437,The person who rides bikes is looking at an accident of another bike rider,A person is looking at a motocross bike that is lying on its side and another is racing by,1
7438,A person is looking at a motocross bike that is lying on its side and another is racing by,The bike rider is not looking at the accident of another bike rider,1
7439,The bike rider is looking at an accident of another bike rider,A person is looking at a motocross bike that is lying on its side and another is racing by,1
7440,Two dogs are frolicking in the snow,Two dogs are playing in the snow,1
7441,There are no dogs playing in the snow,Two dogs are playing in the snow,1
7442,It is snowing on two playing dogs,Two dogs are playing in the snow,1
7443,A brown dog and a gray dog are playing in the snow,The brown dog and the gray dog are playing in the snow,1
7444,A brown dog and a grey dog are fighting in the snow,A brown dog and a gray dog are playing in the snow,1
7445,The brown dog and the gray dog are playing in the snow,Two dogs are playing in the snow,1
7446,A brown dog and a grey dog are fighting in the snow,Two dogs are playing in the snow,1
7447,Two dogs are frolicking in the snow,A brown dog and a gray dog are playing in the snow,1
7448,There are no dogs playing in the snow,A brown dog and a gray dog are playing in the snow,1
7449,It is snowing on two playing dogs,A brown dog and a gray dog are playing in the snow,1
7450,A brown dog and a gray dog are playing in the snow,Two dogs are playing in the snow,1
7451,A young woman is getting a tattoo on her hand,A girl is getting a tattoo on her hand,1
7452,A girl is getting a tattoo removed from her hand,A girl is getting a tattoo on her hand,1
7453,A tattoo is being drawn by the woman in the white sweater on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,1
7454,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,1
7455,A girl is getting a tattoo on her hand,A tattoo is being drawn by the woman in the white sweater on the hand of a teenager,1
7456,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,A girl is getting a tattoo on her hand,1
7457,A young woman is getting a tattoo on her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,1
7458,A girl is getting a tattoo removed from her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,0
7459,The woman in the white sweater is drawing a tattoo on the hand of a teenager,A girl is getting a tattoo on her hand,1
7460,A woman in a purple top is walking a bicycle between two stone columns,A woman in a top which is purple is walking a bicycle between two stone columns,1
7461,A woman in a purple top is walking a bicycle between two stone columns,There is no woman in a purple top walking a bicycle between two stone columns,1
7462,A woman in a purple top is walking a bicycle between two stone columns,"A stone woman and bicycle are on top of two purple columns, between which people are walking",0
7463,A girl dressed in purple and blue is slowly walking beside her bike at night,A girl dressed in purple and blue is walking beside her bike at night,1
7464,A girl dressed in purple and blue is walking beside her bike at night,A naked girl is walking beside her bike at night,1
7465,A woman in a purple top is walking a bicycle between two stone columns,A girl dressed in purple and blue is slowly walking beside her bike at night,1
7466,A woman in a purple top is walking a bicycle between two stone columns,A naked girl is walking beside her bike at night,1
7467,A girl dressed in purple and blue is walking beside her bike at night,A woman in a top which is purple is walking a bicycle between two stone columns,1
7468,A girl dressed in purple and blue is walking beside her bike at night,There is no woman in a purple top walking a bicycle between two stone columns,0
7469,A girl dressed in purple and blue is walking beside her bike at night,"A stone woman and bicycle are on top of two purple columns, between which people are walking",0
7470,A girl dressed in purple and blue is walking beside her bike at night,A woman in a purple top is walking a bicycle between two stone columns,1
7471,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,The man in the red jacket is standing next to the yellow kayak on some rocks by the ocean,1
7472,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean,1
7473,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,1
7474,A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,1
7475,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,1
7476,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,1
7477,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,The man in the red jacket is standing next to the yellow kayak on some rocks by the ocean,1
7478,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean,1
7479,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,1
7480,The dog with the black coat is walking along a tree trunk bridge over water,The black dog is walking along a tree trunk bridge over water,1
7481,The black dog is walking along a tree trunk bridge over water,The black dog is not walking along a tree trunk bridge over water,1
7482,A river is being crossed by a dog on a bridge made from a fallen tree,A dog is crossing a river on a bridge made from a fallen tree,1
7483,A dog is crossing a river on a bridge made from a fallen tree,There is no dog crossing a river on a bridge made from a fallen tree,1
7484,A tree is falling over a bridge made over the river which a dog is crossing,A dog is crossing a river on a bridge made from a fallen tree,1
7485,The black dog is walking along a tree trunk bridge over water,A river is being crossed by a dog on a bridge made from a fallen tree,1
7486,The black dog is walking along a tree trunk bridge over water,There is no dog crossing a river on a bridge made from a fallen tree,1
7487,The black dog is walking along a tree trunk bridge over water,A tree is falling over a bridge made over the river which a dog is crossing,1
7488,The dog with the black coat is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,1
7489,The black dog is not walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,1
7490,The black dog is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,1
7491,A child in a green and white sports uniform is running over the grass,A child in a green and white uniform for sports is running over the grass,1
7492,A child in a green and white sports uniform is resting on the grass,A child in a green and white sports uniform is running over the grass,1
7493,A little boy is proudly wearing a green soccer strip and is running on the grass,A little boy is wearing a green soccer strip and is running on the grass,1
7494,There is no little boy wearing a green soccer strip and running on the grass,A little boy is wearing a green soccer strip and is running on the grass,1
7495,A little boy is proudly wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is running over the grass,1
7496,A child in a green and white sports uniform is running over the grass,There is no little boy wearing a green soccer strip and running on the grass,1
7497,A child in a green and white uniform for sports is running over the grass,A little boy is wearing a green soccer strip and is running on the grass,1
7498,A little boy is wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is resting on the grass,1
7499,A child in a green and white sports uniform is running over the grass,A little boy is wearing a green soccer strip and is running on the grass,1
7500,The girl in the black hat is wearing a bikini at the beach,A girl in a black hat is wearing a bikini at the beach,1
7501,A girl in a black hat is standing topless at the beach,A girl in a black hat is wearing a bikini at the beach,1
7502,A girl in a black hat is wearing a bikini at the beach,A black girl with no bikini is wearing a hat at the beach,1
7503,A young lady in a bikini is lying on the beach,A lady who looks young is lying on the beach,1
7504,A young lady in a bikini is lying on the beach,A young lady in a bikini is standing on the beach,1
7505,A lady who looks young is lying on the beach,A girl in a black hat is wearing a bikini at the beach,1
7506,A young lady in a bikini is standing on the beach,A girl in a black hat is wearing a bikini at the beach,1
7507,The girl in the black hat is wearing a bikini at the beach,A young lady in a bikini is lying on the beach,1
7508,A girl in a black hat is standing topless at the beach,A young lady in a bikini is lying on the beach,1
7509,A young lady in a bikini is lying on the beach,A black girl with no bikini is wearing a hat at the beach,1
7510,A young lady in a bikini is lying on the beach,A girl in a black hat is wearing a bikini at the beach,1
7511,The man is doing a handstand on the wet shore at the edge of the water at the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach,1
7512,The man at the beach is not doing a handstand on the wet sand at the edge of the water,The man is doing a handstand on the wet sand at the edge of the water at the beach,1
7513,A man is performing a handstand on the beach,A handstand is being performed by a man on the beach,1
7514,A man is sitting on the beach,A man is performing a handstand on the beach,1
7515,The man is doing a handstand on the wet sand at the edge of the water at the beach,A handstand is being performed by a man on the beach,1
7516,A man is sitting on the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach,1
7517,The man is doing a handstand on the wet shore at the edge of the water at the beach,A man is performing a handstand on the beach,1
7518,A man is performing a handstand on the beach,The man at the beach is not doing a handstand on the wet sand at the edge of the water,1
7519,The man is doing a handstand on the wet sand at the edge of the water at the beach,A man is performing a handstand on the beach,1
7520,A boy of young age is playing in the park with his mother,A young boy is playing in the park with his mother,1
7521,A young boy is playing in the park with his mother,There is no young boy playing in the park with his mother,1
